"Munícipio","Região Administrativa","Ano","Porte","i-Educ","i-Saúde","i-Planejamento","i-Fiscal","i-Amb","i-Cidade","i-Gov-TI","IEGM","Receita","Despesa","Habitantes"
"Santa Rita d'Oeste","Região Administrativa de São José do Rio Preto","2014","Muito Pequeno","A","B+","C+","B+","C+","C","B","B","R$ 17,625,290.43","R$ 16,932,427.83","2489"
"Santa Rita d'Oeste","Região Administrativa de São José do Rio Preto","2016","Muito Pequeno","B+","A","C","B+","C","C+","C+","B","R$ 16,735,035.45","R$ 14,739,235.54","2461"
"Santa Rita d'Oeste","Região Administrativa de São José do Rio Preto","2015","Muito Pequeno","B+","A","B+","B","C+","B","C+","B+","R$ 15,456,458.24","R$ 13,407,445.92","2475"
"Santa Rita d'Oeste","Região Administrativa de São José do Rio Preto","2017","Muito Pequeno","B","B","C+","B","C","C","C+","B","R$ 17,064,749.73","R$ 15,557,078.91","2544"
"Santa Rita do Passa Quatro","Região Administrativa Central","2015","Médio","B+","B","C","C+","B+","C","B","C+","R$ 76,772,491.20","R$ 82,122,907.49","26442"
"Santa Rita do Passa Quatro","Região Administrativa Central","2017","Médio","C","C+","C","B+","B","B","C+","C+","R$ 80,902,274.23","R$ 79,463,845.33","27590"
"Santa Rita do Passa Quatro","Região Administrativa Central","2014","Médio","A","B","C+","B+","B+","B","B","B","R$ 87,707,033.04","R$ 76,146,069.81","26448"
"Santa Rita do Passa Quatro","Região Administrativa Central","2016","Médio","B+","B+","C","B+","C+","B","B","B","R$ 78,420,656.66","R$ 76,459,618.16","26430"
"Santa Rosa de Viterbo","Região Administrativa de Ribeirão Preto","2017","Médio","B+","C+","C","B","A","B","C+","B","R$ 60,922,314.21","R$ 61,034,251.36","26067"
"Santa Rosa de Viterbo","Região Administrativa de Ribeirão Preto","2016","Médio","C","C+","C","B+","B","C","B","C+","R$ 57,118,955.58","R$ 56,285,812.20","24930"
"Santa Rosa de Viterbo","Região Administrativa de Ribeirão Preto","2014","Médio","B","B","C+","B","A","B","B","B","R$ 51,191,802.11","R$ 54,113,031.70","24577"
"Santa Rosa de Viterbo","Região Administrativa de Ribeirão Preto","2015","Médio","B","B","C","B","B+","C+","B","B","R$ 53,869,964.93","R$ 54,494,307.92","24764"
"Santa Salete","Região Administrativa de São José do Rio Preto","2017","Muito Pequeno","B","B","B","C+","C+","C","C","C+","R$ 12,841,047.09","R$ 12,880,796.65","1536"
"Santa Salete","Região Administrativa de São José do Rio Preto","2015","Muito Pequeno","B","A","B+","B+","B","C","C","B","R$ 11,040,507.22","R$ 10,283,955.36","1447"
"Santa Salete","Região Administrativa de São José do Rio Preto","2014","Muito Pequeno","B+","A","C","B+","B","C","C+","B","R$ 11,348,320.84","R$ 10,502,185.35","1447"
"Santa Salete","Região Administrativa de São José do Rio Preto","2016","Muito Pequeno","B","B+","B+","B+","C+","C","C","B","R$ 13,519,633.26","R$ 11,754,425.35","1446"
"Santana da Ponte Pensa","Região Administrativa de São José do Rio Preto","2017","Muito Pequeno","C+","B+","C","B","B","C","C","C+","R$ 12,017,760.85","R$ 11,164,720.65","1555"
"Santana da Ponte Pensa","Região Administrativa de São José do Rio Preto","2015","Muito Pequeno","C+","B+","B","B","B","C","C","B","R$ 9,750,738.45","R$ 9,830,848.27","1566"
"Santana da Ponte Pensa","Região Administrativa de São José do Rio Preto","2016","Muito Pequeno","C","B+","B+","B+","B","C","C","B","R$ 11,445,902.48","R$ 11,222,786.24","1555"
"Santana da Ponte Pensa","Região Administrativa de São José do Rio Preto","2014","Muito Pequeno","B","B+","A","B+","B+","C","C+","B+","R$ 11,156,270.25","R$ 10,999,335.81","1581"
"Santana de Parnaíba","Região Metropolitana de São Paulo","2017","Médio","B","B+","C","B","B+","A","B+","B","R$ 863,045,736.71","R$ 694,322,609.50","131887"
"Santana de Parnaíba","Região Metropolitana de São Paulo","2014","Médio","B+","B+","C","B+","B","A","B+","B","R$ 678,971,640.42","R$ 593,480,737.07","120765"
"Santana de Parnaíba","Região Metropolitana de São Paulo","2016","Médio","B+","A","C","B+","B+","B+","B+","B","R$ 795,538,091.86","R$ 674,011,770.42","126747"
"Santana de Parnaíba","Região Metropolitana de São Paulo","2015","Médio","A","B+","C","B+","B","A","B","B","R$ 732,382,939.79","R$ 651,504,871.34","124050"
"Santo Anastácio","Região Administrativa de Presidente Prudente","2015","Médio","B+","B","B","B","B","C","C","B","R$ 42,067,336.41","R$ 42,133,531.98","20257"
"Santo Anastácio","Região Administrativa de Presidente Prudente","2016","Médio","B","C","B","B+","B","C","C","B","R$ 44,968,710.35","R$ 44,217,410.44","20231"
"Santo Anastácio","Região Administrativa de Presidente Prudente","2014","Médio","B+","B+","B+","B","B","C+","C+","B+","R$ 45,230,728.77","R$ 45,346,107.62","20301"
"Santo Anastácio","Região Administrativa de Presidente Prudente","2017","Médio","B","B","C","B+","B","C","C","C+","R$ 45,370,450.31","R$ 44,065,003.41","21030"
"Santo André","Região Metropolitana de São Paulo","2014","Grande","B+","B+","C","B","A","A","B","C+","R$ 2,061,837,713.68","R$ 2,176,392,659.65","683709"
"Santo André","Região Metropolitana de São Paulo","2017","Grande","C+","C+","C+","C","B","B","B","C","R$ 2,371,102,450.06","R$ 2,318,950,660.72","715231"
"Santo André","Região Metropolitana de São Paulo","2015","Grande","C+","B+","C","C+","A","A","B","C","R$ 2,169,818,519.77","R$ 2,275,433,685.00","685606"
"Santo André","Região Metropolitana de São Paulo","2016","Grande","C+","B+","C","C+","A","A","B","C","R$ 2,341,118,765.31","R$ 2,403,223,463.28","687250"
"Santo Antônio da Alegria","Região Administrativa de Ribeirão Preto","2015","Pequeno","A","B+","C","B","B+","C","B","B","R$ 20,293,238.86","R$ 20,333,513.13","6477"
"Santo Antônio da Alegria","Região Administrativa de Ribeirão Preto","2014","Pequeno","A","B","C","B+","B+","C+","B+","B","R$ 18,911,629.35","R$ 18,777,512.54","6441"
"Santo Antônio da Alegria","Região Administrativa de Ribeirão Preto","2016","Pequeno","B+","B+","C","B+","B","C","C+","B","R$ 23,648,003.92","R$ 23,306,172.97","6508"
"Santo Antônio da Alegria","Região Administrativa de Ribeirão Preto","2017","Pequeno","C+","B","C","B","B","B","C","C+","R$ 22,398,449.77","R$ 22,013,833.38","6829"
"Santo Antônio de Posse","Região Administrativa de Campinas","2014","Médio","A","B","C","B","B","B","B","B","R$ 73,331,807.96","R$ 66,737,661.67","21561"
"Santo Antônio de Posse","Região Administrativa de Campinas","2015","Médio","B","B","C","B","B+","C+","B+","B","R$ 75,566,883.82","R$ 73,920,237.03","21800"
"Santo Antônio de Posse","Região Administrativa de Campinas","2016","Médio","C+","C","C","C+","B+","C","C+","C","R$ 75,482,102.96","R$ 77,812,245.75","22006"
"Santo Antônio de Posse","Região Administrativa de Campinas","2017","Médio","C","C","C","B","B","C","B","C+","R$ 82,940,605.62","R$ 76,994,721.69","22801"
"Santo Antônio do Aracanguá","Região Administrativa de Araçatuba","2014","Pequeno","B","B+","B+","B+","B","C","B","B","R$ 38,203,267.93","R$ 38,017,860.04","7893"
"Santo Antônio do Aracanguá","Região Administrativa de Araçatuba","2017","Pequeno","C+","B","C","B","C","C","B","C+","R$ 40,566,774.46","R$ 41,167,927.38","8285"
"Santo Antônio do Aracanguá","Região Administrativa de Araçatuba","2015","Pequeno","B","B+","C","B+","C+","C","C+","B","R$ 39,426,485.36","R$ 39,416,599.12","7962"
"Santo Antônio do Aracanguá","Região Administrativa de Araçatuba","2016","Pequeno","B","B+","C","B+","B","C","C+","B","R$ 40,654,364.61","R$ 42,433,124.57","8019"
"Santo Antônio do Jardim","Região Administrativa de Campinas","2017","Pequeno","B","B","C","B","B","C","C","C+","R$ 18,277,785.21","R$ 16,226,152.53","6029"
"Santo Antônio do Jardim","Região Administrativa de Campinas","2016","Pequeno","C+","B","C","B","B","C","C","C+","R$ 18,489,737.09","R$ 17,904,589.96","5858"
"Santo Antônio do Jardim","Região Administrativa de Campinas","2014","Pequeno","B","B+","C","B","A","B","C","B","R$ 18,602,146.10","R$ 19,509,486.24","5882"
"Santo Antônio do Jardim","Região Administrativa de Campinas","2015","Pequeno","C+","B+","C","C+","B+","C","C+","B","R$ 17,799,622.21","R$ 19,479,881.61","5866"
"Santo Antônio do Pinhal","Região Administrativa de São José dos Campos","2017","Pequeno","C","B","B+","B+","C","B","C+","B","R$ 23,891,269.67","R$ 24,843,805.49","6800"
"Santo Antônio do Pinhal","Região Administrativa de São José dos Campos","2014","Pequeno","B","B","A","B+","C","B+","C","B","R$ 23,332,541.99","R$ 23,782,086.35","6537"
"Santo Antônio do Pinhal","Região Administrativa de São José dos Campos","2015","Pequeno","C+","B+","B","B+","C+","B","C","B","R$ 24,696,589.51","R$ 23,875,236.43","6549"
"Santo Antônio do Pinhal","Região Administrativa de São José dos Campos","2016","Pequeno","C+","B+","B+","B","B","B","C+","C","R$ 25,603,778.70","R$ 25,294,765.96","6565"
"Santo Expedito","Região Administrativa de Presidente Prudente","2015","Muito Pequeno","B","B+","C+","C+","A","C","C","C","R$ 10,802,354.05","R$ 10,289,002.06","2891"
"Santo Expedito","Região Administrativa de Presidente Prudente","2014","Muito Pequeno","B+","A","A","B+","B+","C","C","B+","R$ 10,982,471.86","R$ 11,252,929.66","2873"
"Santo Expedito","Região Administrativa de Presidente Prudente","2017","Muito Pequeno","B","B","B","B","A","C","C","B","R$ 11,842,124.39","R$ 11,678,444.40","3057"
"Santo Expedito","Região Administrativa de Presidente Prudente","2016","Muito Pequeno","B","B","B+","B+","B+","C","C","B","R$ 11,941,942.08","R$ 11,572,650.37","2907"
"Santos","Região Administrativa de Santos","2016","Grande","B+","A","B","B","A","A","A","B+","R$ 2,447,315,270.67","R$ 2,455,214,454.89","424599"
"Santos","Região Administrativa de Santos","2017","Grande","B","B+","C","B","A","B+","A","B","R$ 2,554,877,118.91","R$ 2,489,830,547.98","434742"
"Santos","Região Administrativa de Santos","2014","Grande","A","A","B","B","A","A","B+","B+","R$ 2,200,979,013.40","R$ 2,145,630,340.72","422737"
"Santos","Região Administrativa de Santos","2015","Grande","A","B+","C+","B","A","A","A","C","R$ 2,326,743,113.16","R$ 2,438,437,656.53","423579"
"Santópolis do Aguapeí","Região Administrativa de Araçatuba","2014","Muito Pequeno","B+","B","A","B","C+","C","C","B","R$ 14,146,072.83","R$ 14,726,951.51","4439"
"Santópolis do Aguapeí","Região Administrativa de Araçatuba","2017","Muito Pequeno","C","B","C+","B","B","C","C+","C+","R$ 15,499,222.96","R$ 14,498,990.71","4687"
"Santópolis do Aguapeí","Região Administrativa de Araçatuba","2015","Muito Pequeno","B","B","B","B","B","C","B","B","R$ 13,379,867.97","R$ 13,856,354.96","4482"
"Santópolis do Aguapeí","Região Administrativa de Araçatuba","2016","Muito Pequeno","B","B","B","B+","B","C","C","B","R$ 14,107,656.14","R$ 12,957,975.50","4519"
"Sarapuí","Região Administrativa de Sorocaba","2014","Pequeno","B+","B","B+","B","B","C","C","B","R$ 22,788,927.72","R$ 21,736,365.61","9455"
"Sarapuí","Região Administrativa de Sorocaba","2017","Pequeno","C","C+","B","C+","C","C","C","C+","R$ 25,419,261.13","R$ 26,393,329.05","10034"
"Sarapuí","Região Administrativa de Sorocaba","2015","Pequeno","B","B","B+","C+","C","B+","C+","B","R$ 21,960,905.06","R$ 23,109,868.72","9569"
"Sarapuí","Região Administrativa de Sorocaba","2016","Pequeno","B","C","B+","B","C+","C+","C","B","R$ 24,147,853.31","R$ 25,201,606.71","9675"
"Sarutaiá","Região Administrativa de Itapeva","2014","Muito Pequeno","B+","B","C+","B","B","C","C","B","R$ 12,603,523.11","R$ 11,896,750.15","3628"
"Sarutaiá","Região Administrativa de Itapeva","2016","Muito Pequeno","C","B","C+","B","B","C+","C","C","R$ 13,071,529.19","R$ 12,992,671.01","3633"
"Sarutaiá","Região Administrativa de Itapeva","2015","Muito Pequeno","B+","B","B","B","C+","C","C","B","R$ 12,447,598.65","R$ 13,239,984.47","3629"
"Sarutaiá","Região Administrativa de Itapeva","2017","Muito Pequeno","C+","C","C","B","B","B","C","C+","R$ 13,475,559.36","R$ 13,116,477.51","3681"
"Sebastianópolis do Sul","Região Administrativa de São José do Rio Preto","2015","Muito Pequeno","B+","A","B","B","A","C","C+","B+","R$ 19,141,038.22","R$ 17,070,719.44","3186"
"Sebastianópolis do Sul","Região Administrativa de São José do Rio Preto","2017","Muito Pequeno","B","B+","C","B","B+","C","C","C+","R$ 20,383,496.45","R$ 18,813,180.47","3411"
"Sebastianópolis do Sul","Região Administrativa de São José do Rio Preto","2016","Muito Pequeno","B+","A","B","B+","A","C","C","B+","R$ 21,352,579.11","R$ 18,137,339.70","3207"
"Sebastianópolis do Sul","Região Administrativa de São José do Rio Preto","2014","Muito Pequeno","B+","A","B","B","B","C","C+","B","R$ 20,335,677.54","R$ 18,983,061.85","3154"
"Serra Azul","Região Administrativa de Ribeirão Preto","2015","Pequeno","B","B","C","B","B","C+","C","C+","R$ 24,572,420.50","R$ 25,236,178.12","11762"
"Serra Azul","Região Administrativa de Ribeirão Preto","2017","Pequeno","C+","C","C","B","B","C+","C","C","R$ 26,869,638.90","R$ 26,465,201.29","13810"
"Serra Azul","Região Administrativa de Ribeirão Preto","2016","Pequeno","C+","B+","B","B","B","B+","C","B","R$ 25,780,433.66","R$ 28,410,638.75","11863"
"Serra Azul","Região Administrativa de Ribeirão Preto","2014","Pequeno","B+","B+","C","B","C+","B","C+","B","R$ 23,525,729.65","R$ 24,503,247.91","11650"
"Serra Negra","Região Administrativa de Campinas","2017","Médio","B","B","C+","B","C+","B+","C+","B","R$ 95,703,861.71","R$ 93,091,802.07","28742"
"Serra Negra","Região Administrativa de Campinas","2016","Médio","B+","C+","B+","B+","B","B+","B","B","R$ 90,041,769.50","R$ 88,584,629.51","27072"
"Serra Negra","Região Administrativa de Campinas","2014","Médio","B","B+","C","B","C+","B+","B+","B","R$ 80,635,783.53","R$ 76,441,284.20","26856"
"Serra Negra","Região Administrativa de Campinas","2015","Médio","C+","B","B","B","B","B","B","B","R$ 82,939,564.64","R$ 77,976,867.88","26981"
"Serrana","Região Administrativa de Ribeirão Preto","2014","Médio","B+","B+","C+","C+","B","C","B","C+","R$ 93,757,309.53","R$ 102,532,753.12","41169"
"Serrana","Região Administrativa de Ribeirão Preto","2017","Médio","C","B","C","C","C","B","C+","C","R$ 113,339,532.81","R$ 125,660,120.94","43790"
"Serrana","Região Administrativa de Ribeirão Preto","2015","Médio","C","B+","C","C+","C","C","B","C","R$ 99,363,108.12","R$ 108,125,117.28","41778"
"Serrana","Região Administrativa de Ribeirão Preto","2016","Médio","C","C+","C","C+","C","C","C+","C","R$ 100,956,338.63","R$ 110,451,009.13","42296"
"Sertãozinho","Região Administrativa de Ribeirão Preto","2016","Médio","B+","A","C","B","B+","A","B","B","R$ 459,655,946.81","R$ 399,857,602.54","117916"
"Sertãozinho","Região Administrativa de Ribeirão Preto","2017","Médio","B","B","C","B","B+","A","B","B","R$ 487,923,889.47","R$ 436,472,441.01","122643"
"Sertãozinho","Região Administrativa de Ribeirão Preto","2015","Médio","A","B+","C","B+","B+","B+","C+","B","R$ 435,115,734.52","R$ 392,420,847.85","116832"
"Sertãozinho","Região Administrativa de Ribeirão Preto","2014","Médio","B+","C+","C","B","A","A","C+","B","R$ 412,294,769.15","R$ 382,493,472.26","115419"
"Sete Barras","Região Administrativa de Registro","2014","Pequeno","B+","B+","C","B","C","C","C","B","R$ 33,643,093.22","R$ 34,769,201.05","12756"
"Sete Barras","Região Administrativa de Registro","2017","Pequeno","B","B","C+","C+","C+","C","C","C+","R$ 36,177,855.25","R$ 36,736,695.36","13053"
"Sete Barras","Região Administrativa de Registro","2015","Pequeno","B+","B","C","B","C","C+","C","B","R$ 33,060,259.50","R$ 32,863,097.29","12693"
"Sete Barras","Região Administrativa de Registro","2016","Pequeno","B+","B","B","B","C+","C+","C","B","R$ 36,515,713.16","R$ 37,568,819.60","12680"
"Severínia","Região Administrativa de Barretos","2015","Pequeno","C+","B+","C","B","C","C","B","C+","R$ 45,152,384.65","R$ 45,338,206.22","16338"
"Severínia","Região Administrativa de Barretos","2017","Pequeno","C","B","C","C+","C+","C","B","C","R$ 52,202,857.46","R$ 53,372,901.75","17115"
"Severínia","Região Administrativa de Barretos","2016","Pequeno","B","B+","C","B","B","C","B","B","R$ 48,196,467.47","R$ 45,291,018.66","16492"
"Severínia","Região Administrativa de Barretos","2014","Pequeno","A","A","C","B+","C","C","B","B","R$ 44,493,084.62","R$ 44,083,643.62","16164"
"Silveiras","Região Administrativa de São José dos Campos","2014","Pequeno","A","B","C+","B+","C+","A","C","B","R$ 23,353,222.22","R$ 22,687,489.54","5955"
"Silveiras","Região Administrativa de São José dos Campos","2017","Pequeno","C","B","C","B+","C","C+","C","C+","R$ 21,863,654.74","R$ 21,420,880.03","6228"
"Silveiras","Região Administrativa de São José dos Campos","2015","Pequeno","A","B+","C+","B","B","B+","C","B","R$ 22,446,321.32","R$ 28,700,911.05","5998"
"Silveiras","Região Administrativa de São José dos Campos","2016","Pequeno","C+","C+","B","B","C","C","C+","C+","R$ 24,312,540.93","R$ 21,364,311.17","6039"
"Socorro","Região Administrativa de Campinas","2015","Médio","B","B","B+","B+","A","B+","B","B+","R$ 84,350,167.08","R$ 86,884,729.45","37851"
"Socorro","Região Administrativa de Campinas","2014","Médio","B+","B+","B+","B+","B","B+","B+","B+","R$ 77,718,216.56","R$ 82,745,228.87","37608"
"Socorro","Região Administrativa de Campinas","2016","Médio","B+","C+","B+","B+","A","B","B+","B+","R$ 94,828,118.07","R$ 93,153,588.88","38036"
"Socorro","Região Administrativa de Campinas","2017","Médio","B","B","C+","B","B+","B+","B","B","R$ 94,787,280.19","R$ 94,753,961.46","40220"
"Sorocaba","Região Administrativa de Sorocaba","2017","Grande","C+","B","C","B","B+","B+","A","B","R$ 2,748,814,036.01","R$ 2,411,150,685.28","659871"
"Sorocaba","Região Administrativa de Sorocaba","2014","Grande","B","B","C","C","B+","A","B","C","R$ 2,288,733,014.35","R$ 2,141,063,730.49","615955"
"Sorocaba","Região Administrativa de Sorocaba","2015","Grande","B+","B+","C","B+","A","A","A","B+","R$ 2,463,258,595.12","R$ 2,339,987,315.70","623739"
"Sorocaba","Região Administrativa de Sorocaba","2016","Grande","B+","B+","C","B+","A","C+","B+","B","R$ 2,626,201,246.78","R$ 2,496,686,580.02","630550"
"Sud Mennucci","Região Administrativa de Araçatuba","2017","Pequeno","B+","B","C","C","B","C","C+","C+","R$ 32,483,006.58","R$ 34,943,730.83","7733"
